pop,n,step_ratio,pattern,pattern_full,rep,seed,target_path_seed,feedback_noise_seed,feedback_bias_seed
500,4,1.5,random,legacy_vector_random,46,588032969,588045314,201911849,1375708570
500,4,1.5,random,legacy_vector_random,47,812870208,812882553,1297963425,623408112
500,4,1.5,random,legacy_vector_random,48,381152320,381164665,1759510512,913186174
500,4,1.5,random,legacy_vector_random,49,1785449726,1785462071,968166046,183767791
500,4,1.5,random,legacy_vector_random,50,297523877,297536222,1468090356,1127998400
500,4,1.5,random,legacy_vector_random,51,1217178448,1217190793,386817158,794521302
500,4,1.5,random,legacy_vector_random,52,1785863820,1785876165,537989060,331879448
500,4,1.5,random,legacy_vector_random,53,912779106,912791451,816888135,1410491425
500,4,1.5,random,legacy_vector_random,54,492069905,492082250,1774514105,555200697
500,4,1.5,random,legacy_vector_random,55,1706848312,1706860657,1396833303,290653309
500,4,1.5,random,legacy_vector_random,56,360598507,360610852,790280611,1584920085
500,4,1.5,random,legacy_vector_random,57,383766104,383778449,728053637,742253610
500,4,1.5,random,legacy_vector_random,58,410517270,410529615,130517743,620324586
500,4,1.5,random,legacy_vector_random,59,1391835898,1391848243,862908398,172691225
500,4,1.5,random,legacy_vector_random,60,1057636237,1057648582,1299731251,226813885
500,4,1.5,random,legacy_vector_random,61,612959139,612971484,442195702,1470812608
500,4,1.5,random,legacy_vector_random,62,1577505176,1577517521,556017511,1230013345
500,4,1.5,random,legacy_vector_random,63,23645678,23658023,1309340175,789218939
500,4,1.5,random,legacy_vector_random,64,142393978,142406323,375598316,588903852
500,4,1.5,random,legacy_vector_random,65,426020423,426032768,1531800396,930286372
500,4,1.5,random,legacy_vector_random,66,483563005,483575350,825059004,1309548969
500,4,1.5,random,legacy_vector_random,67,759339045,759351390,1526704037,890433940
500,4,1.5,random,legacy_vector_random,68,1632121614,1632133959,593704940,1372218272
500,4,1.5,random,legacy_vector_random,69,971518455,971530800,916055333,920910212
500,4,1.5,random,legacy_vector_random,70,952488497,952500842,1213518016,1614466492
500,4,1.5,random,legacy_vector_random,71,117714385,117726730,907206853,689246970
500,4,1.5,random,legacy_vector_random,72,1101776736,1101789081,725725242,159084858
500,4,1.5,random,legacy_vector_random,73,1732556969,1732569314,648769685,632471902
500,4,1.5,random,legacy_vector_random,74,1001673550,1001685895,669384216,1059917263
500,4,1.5,random,legacy_vector_random,75,826939100,826951445,1399129227,1043187331
500,4,1.5,random,legacy_vector_random,76,508276288,508288633,1373983031,448221128
500,4,1.5,random,legacy_vector_random,77,965777952,965790297,425158125,634405485
500,4,1.5,random,legacy_vector_random,78,377719821,377732166,132915572,1376999172
500,4,1.5,random,legacy_vector_random,79,1717384588,1717396933,1175083113,1150541306
500,4,1.5,random,legacy_vector_random,80,946904173,946916518,997537199,1147967925
500,4,1.5,random,legacy_vector_random,81,77449591,77461936,232925737,578291923
500,4,1.5,random,legacy_vector_random,82,1626356588,1626368933,1781579739,1225735816
500,4,1.5,random,legacy_vector_random,83,1024359250,1024371595,1015933485,430518548
500,4,1.5,random,legacy_vector_random,84,456433712,456446057,660784531,360937262
500,4,1.5,random,legacy_vector_random,85,1026966870,1026979215,938646432,1010825392
500,4,1.5,random,legacy_vector_random,86,1204164598,1204176943,1431059896,134592951
500,4,1.5,random,legacy_vector_random,87,1121521016,1121533361,236492864,950702988
500,4,1.5,random,legacy_vector_random,88,1626326805,1626339150,857717084,397281331
500,4,1.5,random,legacy_vector_random,89,1631658288,1631670633,79675811,252465176
500,4,1.5,random,legacy_vector_random,90,694789353,694801698,1109059992,516762109
500,4,1.5,random,legacy_vector_random,91,1779885636,1779897981,1754087024,1200629227
500,4,1.5,random,legacy_vector_random,92,373601832,373614177,1720779654,529600441
500,4,1.5,random,legacy_vector_random,93,1521744978,1521757323,367407891,222241999
500,4,1.5,random,legacy_vector_random,94,1142833007,1142845352,996576928,987558737
500,4,1.5,random,legacy_vector_random,95,546082292,546094637,337043842,1063873607
500,4,1.5,random,legacy_vector_random,96,229154314,229166659,580305115,1320214002
500,4,1.5,random,legacy_vector_random,97,590447074,590459419,196476914,1250498710
500,4,1.5,random,legacy_vector_random,98,847508915,847521260,986900541,172387376
500,4,1.5,random,legacy_vector_random,99,495265283,495277628,1341602749,54442837
500,4,1.5,scurve,legacy_vector_scurve,0,1325647143,1325659488,599401156,1183998779
500,4,1.5,scurve,legacy_vector_scurve,1,887237368,887249713,983734335,1465369036
500,4,1.5,scurve,legacy_vector_scurve,2,349791080,349803425,335639701,208409280
500,4,1.5,scurve,legacy_vector_scurve,3,543685602,543697947,719856114,1013634167
500,4,1.5,scurve,legacy_vector_scurve,4,1535493977,1535506322,1258492292,814951988
500,4,1.5,scurve,legacy_vector_scurve,5,464878195,464890540,27264123,1523047906
500,4,1.5,scurve,legacy_vector_scurve,6,30077194,30089539,1109489654,302093208
500,4,1.5,scurve,legacy_vector_scurve,7,216238391,216250736,99742987,547024611
500,4,1.5,scurve,legacy_vector_scurve,8,111157292,111169637,41417917,93546372
500,4,1.5,scurve,legacy_vector_scurve,9,1751374368,1751386713,86485608,399109680
500,4,1.5,scurve,legacy_vector_scurve,10,1754014427,1754026772,1016760277,294832125
500,4,1.5,scurve,legacy_vector_scurve,11,887898029,887910374,931089913,1579108370
500,4,1.5,scurve,legacy_vector_scurve,12,247887461,247899806,806890972,619506680
500,4,1.5,scurve,legacy_vector_scurve,13,1625294233,1625306578,725754700,465266479
500,4,1.5,scurve,legacy_vector_scurve,14,61437975,61450320,694815713,1496071353
500,4,1.5,scurve,legacy_vector_scurve,15,330031488,330043833,338681474,1400183417
500,4,1.5,scurve,legacy_vector_scurve,16,720559501,720571846,381757297,1495912048
500,4,1.5,scurve,legacy_vector_scurve,17,727552230,727564575,161887042,246414817
500,4,1.5,scurve,legacy_vector_scurve,18,87972090,87984435,567116263,707863429
500,4,1.5,scurve,legacy_vector_scurve,19,395685352,395697697,415971784,1766782314
500,4,1.5,scurve,legacy_vector_scurve,20,1631873680,1631886025,323928138,1776917662
500,4,1.5,scurve,legacy_vector_scurve,21,1096520790,1096533135,893256692,532821090
500,4,1.5,scurve,legacy_vector_scurve,22,504923719,504936064,666901619,831447360
500,4,1.5,scurve,legacy_vector_scurve,23,1245157637,1245169982,148913404,703930361
500,4,1.5,scurve,legacy_vector_scurve,24,889192257,889204602,713431864,881832214
500,4,1.5,scurve,legacy_vector_scurve,25,291001570,291013915,1307180145,1385835968
500,4,1.5,scurve,legacy_vector_scurve,26,24684120,24696465,312528621,991815246
500,4,1.5,scurve,legacy_vector_scurve,27,1515401055,1515413400,1740480913,846297537
500,4,1.5,scurve,legacy_vector_scurve,28,1770298957,1770311302,122573464,1327035821
500,4,1.5,scurve,legacy_vector_scurve,29,1541171037,1541183382,435983410,790390605
500,4,1.5,scurve,legacy_vector_scurve,30,1502920049,1502932394,1180370817,542080407
500,4,1.5,scurve,legacy_vector_scurve,31,705000808,705013153,1079314585,1791658907
500,4,1.5,scurve,legacy_vector_scurve,32,611717917,611730262,154758687,522744129
500,4,1.5,scurve,legacy_vector_scurve,33,529885631,529897976,418841707,900626579
500,4,1.5,scurve,legacy_vector_scurve,34,469889899,469902244,1567921243,73022897
500,4,1.5,scurve,legacy_vector_scurve,35,1109851905,1109864250,160481675,1453926441
500,4,1.5,scurve,legacy_vector_scurve,36,1539141262,1539153607,1053748847,1175033980
500,4,1.5,scurve,legacy_vector_scurve,37,1015691149,1015703494,584085843,845511197
500,4,1.5,scurve,legacy_vector_scurve,38,1270522759,1270535104,383248856,1563796521
500,4,1.5,scurve,legacy_vector_scurve,39,19374227,19386572,717600964,1393800277
500,4,1.5,scurve,legacy_vector_scurve,40,915349845,915362190,599382426,14914730
500,4,1.5,scurve,legacy_vector_scurve,41,1257656123,1257668468,1308804406,359521577
500,4,1.5,scurve,legacy_vector_scurve,42,963739754,963752099,839394400,747020730
500,4,1.5,scurve,legacy_vector_scurve,43,439914374,439926719,911631546,295572317
500,4,1.5,scurve,legacy_vector_scurve,44,1304703437,1304715782,475629599,1550778622
500,4,1.5,scurve,legacy_vector_scurve,45,42341118,42353463,1796409630,384794174
500,4,1.5,scurve,legacy_vector_scurve,46,1233352611,1233364956,559947327,537451284
500,4,1.5,scurve,legacy_vector_scurve,47,1603253386,1603265731,1452498041,1407081149
500,4,1.5,scurve,legacy_vector_scurve,48,1513606000,1513618345,526939735,91165898
500,4,1.5,scurve,legacy_vector_scurve,49,1439166190,1439178535,1423004620,519987523
500,4,1.5,scurve,legacy_vector_scurve,50,845482086,845494431,1723711755,267348529
500,4,1.5,scurve,legacy_vector_scurve,51,495326562,495338907,1773997499,30362365
500,4,1.5,scurve,legacy_vector_scurve,52,814795594,814807939,27379610,535605492
500,4,1.5,scurve,legacy_vector_scurve,53,1326872912,1326885257,1648287975,1781567301
500,4,1.5,scurve,legacy_vector_scurve,54,1495776152,1495788497,392059278,543204297
500,4,1.5,scurve,legacy_vector_scurve,55,1102823809,1102836154,776083753,546550694
500,4,1.5,scurve,legacy_vector_scurve,56,1144619100,1144631445,1102813107,430776219
500,4,1.5,scurve,legacy_vector_scurve,57,1500716903,1500729248,1507695369,1239792982
500,4,1.5,scurve,legacy_vector_scurve,58,24461341,24473686,1425972410,689358076
500,4,1.5,scurve,legacy_vector_scurve,59,1589451921,1589464266,1640564488,369915346
500,4,1.5,scurve,legacy_vector_scurve,60,379937933,379950278,395152742,70847934
500,4,1.5,scurve,legacy_vector_scurve,61,535251,547596,1308500134,871575601
500,4,1.5,scurve,legacy_vector_scurve,62,45998359,46010704,770899263,1080420986
500,4,1.5,scurve,legacy_vector_scurve,63,104971983,104984328,613014520,1311611170
500,4,1.5,scurve,legacy_vector_scurve,64,739585199,739597544,1444930898,1527837707
500,4,1.5,scurve,legacy_vector_scurve,65,869352751,869365096,556644460,1594529444
500,4,1.5,scurve,legacy_vector_scurve,66,951543058,951555403,435077594,1300654452
500,4,1.5,scurve,legacy_vector_scurve,67,694223291,694235636,795339457,609925448
500,4,1.5,scurve,legacy_vector_scurve,68,1510031896,1510044241,1205128355,1355683453
500,4,1.5,scurve,legacy_vector_scurve,69,1127331529,1127343874,1256845228,626734170
500,4,1.5,scurve,legacy_vector_scurve,70,261610007,261622352,71195977,647559951
500,4,1.5,scurve,legacy_vector_scurve,71,179605203,179617548,620756581,1066420791
500,4,1.5,scurve,legacy_vector_scurve,72,127791376,127803721,1535994996,919637857
500,4,1.5,scurve,legacy_vector_scurve,73,1491405663,1491418008,240624486,1631609625
500,4,1.5,scurve,legacy_vector_scurve,74,1315966168,1315978513,989988074,1786653422
500,4,1.5,scurve,legacy_vector_scurve,75,44051217,44063562,365191691,1066483969
500,4,1.5,scurve,legacy_vector_scurve,76,1513530428,1513542773,554491021,1113972138
500,4,1.5,scurve,legacy_vector_scurve,77,558032851,558045196,1351815444,993306282
500,4,1.5,scurve,legacy_vector_scurve,78,992047982,992060327,1495936322,968307560
500,4,1.5,scurve,legacy_vector_scurve,79,233549271,233561616,1374279281,1519206659
500,4,1.5,scurve,legacy_vector_scurve,80,491123248,491135593,793630320,813782294
500,4,1.5,scurve,legacy_vector_scurve,81,990648383,990660728,743599445,986586679
500,4,1.5,scurve,legacy_vector_scurve,82,1434579948,1434592293,1110627147,625240680
500,4,1.5,scurve,legacy_vector_scurve,83,171180877,171193222,321776989,55647295
500,4,1.5,scurve,legacy_vector_scurve,84,1007077062,1007089407,1280273719,468328065
500,4,1.5,scurve,legacy_vector_scurve,85,146898874,146911219,335798258,263910606
500,4,1.5,scurve,legacy_vector_scurve,86,1784802153,1784814498,401414804,1422622020
500,4,1.5,scurve,legacy_vector_scurve,87,1421294546,1421306891,1787982593,1062596337
500,4,1.5,scurve,legacy_vector_scurve,88,1187655859,1187668204,962123741,513251227
500,4,1.5,scurve,legacy_vector_scurve,89,641383959,641396304,182077717,1401994494
500,4,1.5,scurve,legacy_vector_scurve,90,1700497548,1700509893,816272975,490703308
500,4,1.5,scurve,legacy_vector_scurve,91,323683245,323695590,814684689,201085595
500,4,1.5,scurve,legacy_vector_scurve,92,1451005038,1451017383,683212953,445125079
500,4,1.5,scurve,legacy_vector_scurve,93,870124784,870137129,817632449,1236322795
500,4,1.5,scurve,legacy_vector_scurve,94,740296590,740308935,288224986,512208955
500,4,1.5,scurve,legacy_vector_scurve,95,331725644,331737989,615369652,560345752
500,4,1.5,scurve,legacy_vector_scurve,96,385729582,385741927,1203114776,1618067116
500,4,1.5,scurve,legacy_vector_scurve,97,8338403,8350748,547434787,210118431
500,4,1.5,scurve,legacy_vector_scurve,98,979043418,979055763,1479484265,648003314
500,4,1.5,scurve,legacy_vector_scurve,99,961223550,961235895,816555237,1380006468
500,4,1.5,sharp,legacy_vector_sharp,0,768049698,768062043,959125853,1502859300
500,4,1.5,sharp,legacy_vector_sharp,1,798801753,798814098,831418226,762558741
500,4,1.5,sharp,legacy_vector_sharp,2,243629909,243642254,1456764489,1632714627
500,4,1.5,sharp,legacy_vector_sharp,3,1668673265,1668685610,960600226,59325420
500,4,1.5,sharp,legacy_vector_sharp,4,1592951279,1592963624,1445331357,1219036180
500,4,1.5,sharp,legacy_vector_sharp,5,550673784,550686129,599858753,1509736061
500,4,1.5,sharp,legacy_vector_sharp,6,748185520,748197865,1385400029,831991495
500,4,1.5,sharp,legacy_vector_sharp,7,521214359,521226704,1414246775,1690441079
500,4,1.5,sharp,legacy_vector_sharp,8,738482870,738495215,294042779,759537518
500,4,1.5,sharp,legacy_vector_sharp,9,179539445,179551790,1670297976,418896392
500,4,1.5,sharp,legacy_vector_sharp,10,454739067,454751412,684456643,1424990109
500,4,1.5,sharp,legacy_vector_sharp,11,954924940,954937285,1139647669,1732086230
500,4,1.5,sharp,legacy_vector_sharp,12,149466454,149478799,137469389,1629940567
500,4,1.5,sharp,legacy_vector_sharp,13,1257880307,1257892652,187568089,737473972
500,4,1.5,sharp,legacy_vector_sharp,14,267361255,267373600,1186972533,734756992
500,4,1.5,sharp,legacy_vector_sharp,15,925279203,925291548,977585321,311267987
500,4,1.5,sharp,legacy_vector_sharp,16,1024752218,1024764563,646359966,1195721111
500,4,1.5,sharp,legacy_vector_sharp,17,1728152801,1728165146,633567041,1704780678
500,4,1.5,sharp,legacy_vector_sharp,18,1211923618,1211935963,1309331170,937918576
500,4,1.5,sharp,legacy_vector_sharp,19,1356405036,1356417381,1781108818,1636167177
500,4,1.5,sharp,legacy_vector_sharp,20,208799067,208811412,1794253374,1088960022
500,4,1.5,sharp,legacy_vector_sharp,21,1167167502,1167179847,367783616,52289074
500,4,1.5,sharp,legacy_vector_sharp,22,53891578,53903923,1776142907,677452330
500,4,1.5,sharp,legacy_vector_sharp,23,1143080913,1143093258,1571136736,1407494722
500,4,1.5,sharp,legacy_vector_sharp,24,774814869,774827214,351646318,236006831
500,4,1.5,sharp,legacy_vector_sharp,25,405805367,405817712,283477019,1232716767
500,4,1.5,sharp,legacy_vector_sharp,26,1577833607,1577845952,1337441813,1317056390
500,4,1.5,sharp,legacy_vector_sharp,27,493591593,493603938,88551565,707720499
500,4,1.5,sharp,legacy_vector_sharp,28,859176639,859188984,1736940712,1178141309
500,4,1.5,sharp,legacy_vector_sharp,29,763127175,763139520,854675176,1137705622
500,4,1.5,sharp,legacy_vector_sharp,30,69873763,69886108,1064327776,447909425
500,4,1.5,sharp,legacy_vector_sharp,31,1522783195,1522795540,414947165,532831332
500,4,1.5,sharp,legacy_vector_sharp,32,1159776756,1159789101,1549467166,436614356
500,4,1.5,sharp,legacy_vector_sharp,33,1136493457,1136505802,1789923310,1131028515
500,4,1.5,sharp,legacy_vector_sharp,34,1221912688,1221925033,1610812041,1006702516
500,4,1.5,sharp,legacy_vector_sharp,35,531044963,531057308,1664093023,85650494
500,4,1.5,sharp,legacy_vector_sharp,36,1320747502,1320759847,1275959505,1568035154
500,4,1.5,sharp,legacy_vector_sharp,37,1082832062,1082844407,141963044,153079596
500,4,1.5,sharp,legacy_vector_sharp,38,221331663,221344008,919984708,1755609821
500,4,1.5,sharp,legacy_vector_sharp,39,868909125,868921470,231144892,362074777
500,4,1.5,sharp,legacy_vector_sharp,40,338386661,338399006,907776390,1715142830
500,4,1.5,sharp,legacy_vector_sharp,41,1284811094,1284823439,711944589,794306104
500,4,1.5,sharp,legacy_vector_sharp,42,1548916711,1548929056,1704302058,927140477
500,4,1.5,sharp,legacy_vector_sharp,43,1642279937,1642292282,1470049750,1510393776
500,4,1.5,sharp,legacy_vector_sharp,44,403448348,403460693,1566076342,235331160
500,4,1.5,sharp,legacy_vector_sharp,45,1514769547,1514781892,1458914730,1263474553
500,4,1.5,sharp,legacy_vector_sharp,46,365597108,365609453,644116514,1439732241
500,4,1.5,sharp,legacy_vector_sharp,47,961249512,961261857,66504680,818736032
500,4,1.5,sharp,legacy_vector_sharp,48,1723616208,1723628553,834900278,1305831096
500,4,1.5,sharp,legacy_vector_sharp,49,614896387,614908732,523920259,93357169
500,4,1.5,sharp,legacy_vector_sharp,50,709523138,709535483,465387164,1786249831
500,4,1.5,sharp,legacy_vector_sharp,51,813841126,813853471,9797878,1361356268
500,4,1.5,sharp,legacy_vector_sharp,52,563557487,563569832,110459309,1642268509
500,4,1.5,sharp,legacy_vector_sharp,53,1310451167,1310463512,1699621056,458511945
500,4,1.5,sharp,legacy_vector_sharp,54,605482953,605495298,267250428,133451647
500,4,1.5,sharp,legacy_vector_sharp,55,757155178,757167523,323904401,318769747
500,4,1.5,sharp,legacy_vector_sharp,56,874855228,874867573,347349343,1022062323
500,4,1.5,sharp,legacy_vector_sharp,57,672531608,672543953,884979106,949244543
500,4,1.5,sharp,legacy_vector_sharp,58,531564709,531577054,1214699621,1245486735
500,4,1.5,sharp,legacy_vector_sharp,59,936208087,936220432,1089097280,600653718
500,4,1.5,sharp,legacy_vector_sharp,60,635742785,635755130,209536198,1560213458
500,4,1.5,sharp,legacy_vector_sharp,61,789982590,789994935,902249060,1582889312
500,4,1.5,sharp,legacy_vector_sharp,62,1106826751,1106839096,1243253130,1332870869
500,4,1.5,sharp,legacy_vector_sharp,63,1058482389,1058494734,1586235322,1057365586
500,4,1.5,sharp,legacy_vector_sharp,64,1170685168,1170697513,1197230755,828692662
500,4,1.5,sharp,legacy_vector_sharp,65,1312360381,1312372726,1089905471,266767332
500,4,1.5,sharp,legacy_vector_sharp,66,1504831854,1504844199,1554044392,915753284
500,4,1.5,sharp,legacy_vector_sharp,67,1018119080,1018131425,708521918,932376854
500,4,1.5,sharp,legacy_vector_sharp,68,1062870081,1062882426,429564324,426026169
500,4,1.5,sharp,legacy_vector_sharp,69,1195164186,1195176531,1093221673,31925542
500,4,1.5,sharp,legacy_vector_sharp,70,1644533831,1644546176,1764594936,1167495002
500,4,1.5,sharp,legacy_vector_sharp,71,1647182852,1647195197,1762590483,1457476956
500,4,1.5,sharp,legacy_vector_sharp,72,1499008674,1499021019,1232889452,317055187
500,4,1.5,sharp,legacy_vector_sharp,73,343661379,343673724,1432605652,218387543
500,4,1.5,sharp,legacy_vector_sharp,74,1350433936,1350446281,1662656514,1195015301
500,4,1.5,sharp,legacy_vector_sharp,75,1336794627,1336806972,165576387,161506022
500,4,1.5,sharp,legacy_vector_sharp,76,1592771172,1592783517,1536253254,1755794791
500,4,1.5,sharp,legacy_vector_sharp,77,1325078319,1325090664,1522510803,89009962
500,4,1.5,sharp,legacy_vector_sharp,78,1158462357,1158474702,276361425,445358290
500,4,1.5,sharp,legacy_vector_sharp,79,1497627259,1497639604,154997243,1712772589
500,4,1.5,sharp,legacy_vector_sharp,80,781110697,781123042,398693651,272065137
500,4,1.5,sharp,legacy_vector_sharp,81,1668277066,1668289411,437090296,1776541933
500,4,1.5,sharp,legacy_vector_sharp,82,1397363054,1397375399,1595380201,1461277692
500,4,1.5,sharp,legacy_vector_sharp,83,82481549,82493894,1058402498,1574666126
500,4,1.5,sharp,legacy_vector_sharp,84,1706629391,1706641736,906156669,1355350044
500,4,1.5,sharp,legacy_vector_sharp,85,1401876386,1401888731,411828920,672477674
500,4,1.5,sharp,legacy_vector_sharp,86,487953556,487965901,938176357,1327194722
500,4,1.5,sharp,legacy_vector_sharp,87,917396051,917408396,1510079212,58650621
500,4,1.5,sharp,legacy_vector_sharp,88,1131270918,1131283263,818498589,595466510
500,4,1.5,sharp,legacy_vector_sharp,89,630069552,630081897,1070813331,921710416
500,4,1.5,sharp,legacy_vector_sharp,90,955085799,955098144,610457427,941347402
500,4,1.5,sharp,legacy_vector_sharp,91,663175664,663188009,473015831,1309022435
500,4,1.5,sharp,legacy_vector_sharp,92,1022407234,1022419579,1063878757,402457725
500,4,1.5,sharp,legacy_vector_sharp,93,817967558,817979903,310736353,1281366148
500,4,1.5,sharp,legacy_vector_sharp,94,574712743,574725088,1533012778,506645146
500,4,1.5,sharp,legacy_vector_sharp,95,1407630964,1407643309,723619941,1184719995
500,4,1.5,sharp,legacy_vector_sharp,96,991943409,991955754,124931844,549414680
500,4,1.5,sharp,legacy_vector_sharp,97,163334996,163347341,630931551,35326541
500,4,1.5,sharp,legacy_vector_sharp,98,39802351,39814696,1166106860,465937005
500,4,1.5,sharp,legacy_vector_sharp,99,143226255,143238600,783295113,1455102793
500,4,1.5,zigzag,legacy_vector_zigzag,0,1010704590,1010716935,1767343105,1056326283
500,4,1.5,zigzag,legacy_vector_zigzag,1,953858198,953870543,1741879267,1755987591
500,4,1.5,zigzag,legacy_vector_zigzag,2,1035055422,1035067767,1552141223,997789608
500,4,1.5,zigzag,legacy_vector_zigzag,3,532013143,532025488,824563667,1123937280
500,4,1.5,zigzag,legacy_vector_zigzag,4,575362014,575374359,1580309263,1759704053
500,4,1.5,zigzag,legacy_vector_zigzag,5,1247775030,1247787375,70159984,652256478
500,4,1.5,zigzag,legacy_vector_zigzag,6,387612270,387624615,542462145,1505683633
500,4,1.5,zigzag,legacy_vector_zigzag,7,1070317301,1070329646,919865507,1377856520
500,4,1.5,zigzag,legacy_vector_zigzag,8,646487695,646500040,1384507883,1308786523
500,4,1.5,zigzag,legacy_vector_zigzag,9,1020049803,1020062148,1548539514,1034715324
500,4,1.5,zigzag,legacy_vector_zigzag,10,448898667,448911012,1523090663,1758085872
500,4,1.5,zigzag,legacy_vector_zigzag,11,1525506318,1525518663,855760428,818418035
500,4,1.5,zigzag,legacy_vector_zigzag,12,618290252,618302597,1463548438,1259663403
500,4,1.5,zigzag,legacy_vector_zigzag,13,1656341097,1656353442,184151889,77740567
500,4,1.5,zigzag,legacy_vector_zigzag,14,1510570995,1510583340,683960123,1397935247
500,4,1.5,zigzag,legacy_vector_zigzag,15,1103087691,1103100036,99313101,977717493
500,4,1.5,zigzag,legacy_vector_zigzag,16,477418528,477430873,478035278,467518251
500,4,1.5,zigzag,legacy_vector_zigzag,17,693119057,693131402,547474446,472460792
500,4,1.5,zigzag,legacy_vector_zigzag,18,529022636,529034981,546861116,1741466898
500,4,1.5,zigzag,legacy_vector_zigzag,19,1327007381,1327019726,536193211,471089075
500,4,1.5,zigzag,legacy_vector_zigzag,20,830701499,830713844,1195538014,1579172480
500,4,1.5,zigzag,legacy_vector_zigzag,21,170824545,170836890,1044717210,1675006258
500,4,1.5,zigzag,legacy_vector_zigzag,22,1636626684,1636639029,1437113698,1511283102
500,4,1.5,zigzag,legacy_vector_zigzag,23,1503730,1516075,1009988436,1100465374
500,4,1.5,zigzag,legacy_vector_zigzag,24,1613555771,1613568116,1644247209,732569712
500,4,1.5,zigzag,legacy_vector_zigzag,25,369241600,369253945,1259627071,1483800680
500,4,1.5,zigzag,legacy_vector_zigzag,26,215822891,215835236,400131264,529909119
500,4,1.5,zigzag,legacy_vector_zigzag,27,252379247,252391592,583868682,1060660937
500,4,1.5,zigzag,legacy_vector_zigzag,28,1611113827,1611126172,330101133,1718382647
500,4,1.5,zigzag,legacy_vector_zigzag,29,1666271321,1666283666,164170145,40158573
500,4,1.5,zigzag,legacy_vector_zigzag,30,80058522,80070867,451411983,55650673
500,4,1.5,zigzag,legacy_vector_zigzag,31,1217800597,1217812942,1506999426,1592485474
