pop,n,step_ratio,pattern,pattern_full,rep,seed,target_path_seed,seed_namespace
50,4,1.5,random,legacy_vector_random,25,1018302567,1018314912,main_grid_validation
50,4,1.5,random,legacy_vector_random,26,665248087,665260432,main_grid_validation
50,4,1.5,random,legacy_vector_random,27,363799428,363811773,main_grid_validation
50,4,1.5,random,legacy_vector_random,28,614875240,614887585,main_grid_validation
50,4,1.5,random,legacy_vector_random,29,1316819210,1316831555,main_grid_validation
50,4,1.5,random,legacy_vector_random,30,1175421057,1175433402,main_grid_validation
50,4,1.5,random,legacy_vector_random,31,213903476,213915821,main_grid_validation
50,4,1.5,random,legacy_vector_random,32,273080468,273092813,main_grid_validation
50,4,1.5,random,legacy_vector_random,33,747134988,747147333,main_grid_validation
50,4,1.5,random,legacy_vector_random,34,847893767,847906112,main_grid_validation
50,4,1.5,random,legacy_vector_random,35,1712427925,1712440270,main_grid_validation
50,4,1.5,random,legacy_vector_random,36,1744681830,1744694175,main_grid_validation
50,4,1.5,random,legacy_vector_random,37,258180706,258193051,main_grid_validation
50,4,1.5,random,legacy_vector_random,38,715762642,715774987,main_grid_validation
50,4,1.5,random,legacy_vector_random,39,1022159633,1022171978,main_grid_validation
50,4,1.5,random,legacy_vector_random,40,73026015,73038360,main_grid_validation
50,4,1.5,random,legacy_vector_random,41,1420853689,1420866034,main_grid_validation
50,4,1.5,random,legacy_vector_random,42,398343943,398356288,main_grid_validation
50,4,1.5,random,legacy_vector_random,43,394839076,394851421,main_grid_validation
50,4,1.5,random,legacy_vector_random,44,1629646923,1629659268,main_grid_validation
50,4,1.5,random,legacy_vector_random,45,1649433680,1649446025,main_grid_validation
50,4,1.5,random,legacy_vector_random,46,817460486,817472831,main_grid_validation
50,4,1.5,random,legacy_vector_random,47,543756181,543768526,main_grid_validation
50,4,1.5,random,legacy_vector_random,48,1023261434,1023273779,main_grid_validation
50,4,1.5,random,legacy_vector_random,49,1441676901,1441689246,main_grid_validation
50,4,1.5,random,legacy_vector_random,50,389936396,389948741,main_grid_validation
50,4,1.5,random,legacy_vector_random,51,363275710,363288055,main_grid_validation
50,4,1.5,random,legacy_vector_random,52,1694664346,1694676691,main_grid_validation
50,4,1.5,random,legacy_vector_random,53,1677876664,1677889009,main_grid_validation
50,4,1.5,random,legacy_vector_random,54,400241093,400253438,main_grid_validation
50,4,1.5,random,legacy_vector_random,55,901703584,901715929,main_grid_validation
50,4,1.5,random,legacy_vector_random,56,909517085,909529430,main_grid_validation
50,4,1.5,random,legacy_vector_random,57,841121097,841133442,main_grid_validation
50,4,1.5,random,legacy_vector_random,58,1356954241,1356966586,main_grid_validation
50,4,1.5,random,legacy_vector_random,59,970274147,970286492,main_grid_validation
50,4,1.5,random,legacy_vector_random,60,1283748711,1283761056,main_grid_validation
50,4,1.5,random,legacy_vector_random,61,1513191856,1513204201,main_grid_validation
50,4,1.5,random,legacy_vector_random,62,1075634474,1075646819,main_grid_validation
50,4,1.5,random,legacy_vector_random,63,1322153917,1322166262,main_grid_validation
50,4,1.5,random,legacy_vector_random,64,1336929844,1336942189,main_grid_validation
50,4,1.5,random,legacy_vector_random,65,896855496,896867841,main_grid_validation
50,4,1.5,random,legacy_vector_random,66,697814185,697826530,main_grid_validation
50,4,1.5,random,legacy_vector_random,67,1284277840,1284290185,main_grid_validation
50,4,1.5,random,legacy_vector_random,68,522133869,522146214,main_grid_validation
50,4,1.5,random,legacy_vector_random,69,306348630,306360975,main_grid_validation
50,4,1.5,random,legacy_vector_random,70,93375481,93387826,main_grid_validation
50,4,1.5,random,legacy_vector_random,71,1163102880,1163115225,main_grid_validation
50,4,1.5,random,legacy_vector_random,72,72414089,72426434,main_grid_validation
50,4,1.5,random,legacy_vector_random,73,385537510,385549855,main_grid_validation
50,4,1.5,random,legacy_vector_random,74,547098851,547111196,main_grid_validation
50,4,1.5,random,legacy_vector_random,75,932338247,932350592,main_grid_validation
50,4,1.5,random,legacy_vector_random,76,1185020162,1185032507,main_grid_validation
50,4,1.5,random,legacy_vector_random,77,1573985810,1573998155,main_grid_validation
50,4,1.5,random,legacy_vector_random,78,445599219,445611564,main_grid_validation
50,4,1.5,random,legacy_vector_random,79,779490466,779502811,main_grid_validation
50,4,1.5,random,legacy_vector_random,80,1773425771,1773438116,main_grid_validation
50,4,1.5,random,legacy_vector_random,81,897530481,897542826,main_grid_validation
50,4,1.5,random,legacy_vector_random,82,498484773,498497118,main_grid_validation
50,4,1.5,random,legacy_vector_random,83,691527988,691540333,main_grid_validation
50,4,1.5,random,legacy_vector_random,84,238261174,238273519,main_grid_validation
50,4,1.5,random,legacy_vector_random,85,436476578,436488923,main_grid_validation
50,4,1.5,random,legacy_vector_random,86,998338020,998350365,main_grid_validation
50,4,1.5,random,legacy_vector_random,87,1282118898,1282131243,main_grid_validation
50,4,1.5,random,legacy_vector_random,88,1352161214,1352173559,main_grid_validation
50,4,1.5,random,legacy_vector_random,89,1514554404,1514566749,main_grid_validation
50,4,1.5,random,legacy_vector_random,90,625414397,625426742,main_grid_validation
50,4,1.5,random,legacy_vector_random,91,982138663,982151008,main_grid_validation
50,4,1.5,random,legacy_vector_random,92,1094299484,1094311829,main_grid_validation
50,4,1.5,random,legacy_vector_random,93,27226988,27239333,main_grid_validation
50,4,1.5,random,legacy_vector_random,94,324631941,324644286,main_grid_validation
50,4,1.5,random,legacy_vector_random,95,894609623,894621968,main_grid_validation
50,4,1.5,random,legacy_vector_random,96,1455454197,1455466542,main_grid_validation
50,4,1.5,random,legacy_vector_random,97,1534537078,1534549423,main_grid_validation
50,4,1.5,random,legacy_vector_random,98,94615814,94628159,main_grid_validation
50,4,1.5,random,legacy_vector_random,99,788794176,788806521,main_grid_validation
50,8,1.5,random,legacy_vector_random,0,46506584,46518929,main_grid_validation
50,8,1.5,random,legacy_vector_random,1,42485549,42497894,main_grid_validation
50,8,1.5,random,legacy_vector_random,2,1319475291,1319487636,main_grid_validation
50,8,1.5,random,legacy_vector_random,3,1139401583,1139413928,main_grid_validation
50,8,1.5,random,legacy_vector_random,4,1136543165,1136555510,main_grid_validation
50,8,1.5,random,legacy_vector_random,5,866812675,866825020,main_grid_validation
50,8,1.5,random,legacy_vector_random,6,650392291,650404636,main_grid_validation
50,8,1.5,random,legacy_vector_random,7,1346322572,1346334917,main_grid_validation
50,8,1.5,random,legacy_vector_random,8,1363773926,1363786271,main_grid_validation
50,8,1.5,random,legacy_vector_random,9,1762947189,1762959534,main_grid_validation
50,8,1.5,random,legacy_vector_random,10,1477964249,1477976594,main_grid_validation
50,8,1.5,random,legacy_vector_random,11,1220576431,1220588776,main_grid_validation
50,8,1.5,random,legacy_vector_random,12,681137717,681150062,main_grid_validation
50,8,1.5,random,legacy_vector_random,13,88781015,88793360,main_grid_validation
50,8,1.5,random,legacy_vector_random,14,679436376,679448721,main_grid_validation
50,8,1.5,random,legacy_vector_random,15,286342171,286354516,main_grid_validation
50,8,1.5,random,legacy_vector_random,16,1208373374,1208385719,main_grid_validation
50,8,1.5,random,legacy_vector_random,17,1643854845,1643867190,main_grid_validation
50,8,1.5,random,legacy_vector_random,18,432017750,432030095,main_grid_validation
50,8,1.5,random,legacy_vector_random,19,293387495,293399840,main_grid_validation
50,8,1.5,random,legacy_vector_random,20,847349996,847362341,main_grid_validation
50,8,1.5,random,legacy_vector_random,21,622747235,622759580,main_grid_validation
50,8,1.5,random,legacy_vector_random,22,1649862209,1649874554,main_grid_validation
50,8,1.5,random,legacy_vector_random,23,1525825086,1525837431,main_grid_validation
50,8,1.5,random,legacy_vector_random,24,732583551,732595896,main_grid_validation
50,8,1.5,random,legacy_vector_random,25,402616948,402629293,main_grid_validation
50,8,1.5,random,legacy_vector_random,26,1664164062,1664176407,main_grid_validation
50,8,1.5,random,legacy_vector_random,27,51719330,51731675,main_grid_validation
50,8,1.5,random,legacy_vector_random,28,668672231,668684576,main_grid_validation
50,8,1.5,random,legacy_vector_random,29,1279742781,1279755126,main_grid_validation
50,8,1.5,random,legacy_vector_random,30,1252092274,1252104619,main_grid_validation
50,8,1.5,random,legacy_vector_random,31,1354506506,1354518851,main_grid_validation
50,8,1.5,random,legacy_vector_random,32,862172242,862184587,main_grid_validation
50,8,1.5,random,legacy_vector_random,33,43410868,43423213,main_grid_validation
50,8,1.5,random,legacy_vector_random,34,1413954270,1413966615,main_grid_validation
50,8,1.5,random,legacy_vector_random,35,1156075699,1156088044,main_grid_validation
50,8,1.5,random,legacy_vector_random,36,1771625413,1771637758,main_grid_validation
50,8,1.5,random,legacy_vector_random,37,7343633,7355978,main_grid_validation
50,8,1.5,random,legacy_vector_random,38,1303913575,1303925920,main_grid_validation
50,8,1.5,random,legacy_vector_random,39,884382264,884394609,main_grid_validation
50,8,1.5,random,legacy_vector_random,40,1389473422,1389485767,main_grid_validation
50,8,1.5,random,legacy_vector_random,41,645848971,645861316,main_grid_validation
50,8,1.5,random,legacy_vector_random,42,428045594,428057939,main_grid_validation
50,8,1.5,random,legacy_vector_random,43,1740876621,1740888966,main_grid_validation
50,8,1.5,random,legacy_vector_random,44,1458873677,1458886022,main_grid_validation
50,8,1.5,random,legacy_vector_random,45,62319876,62332221,main_grid_validation
50,8,1.5,random,legacy_vector_random,46,1558713762,1558726107,main_grid_validation
50,8,1.5,random,legacy_vector_random,47,762301110,762313455,main_grid_validation
50,8,1.5,random,legacy_vector_random,48,750922506,750934851,main_grid_validation
50,8,1.5,random,legacy_vector_random,49,141166064,141178409,main_grid_validation
50,8,1.5,random,legacy_vector_random,50,270857621,270869966,main_grid_validation
50,8,1.5,random,legacy_vector_random,51,1384072911,1384085256,main_grid_validation
50,8,1.5,random,legacy_vector_random,52,284460399,284472744,main_grid_validation
50,8,1.5,random,legacy_vector_random,53,270818009,270830354,main_grid_validation
50,8,1.5,random,legacy_vector_random,54,1567118719,1567131064,main_grid_validation
50,8,1.5,random,legacy_vector_random,55,1480759550,1480771895,main_grid_validation
50,8,1.5,random,legacy_vector_random,56,1485838719,1485851064,main_grid_validation
50,8,1.5,random,legacy_vector_random,57,1091219782,1091232127,main_grid_validation
50,8,1.5,random,legacy_vector_random,58,794424752,794437097,main_grid_validation
50,8,1.5,random,legacy_vector_random,59,1321660356,1321672701,main_grid_validation
50,8,1.5,random,legacy_vector_random,60,414597365,414609710,main_grid_validation
50,8,1.5,random,legacy_vector_random,61,1270033011,1270045356,main_grid_validation
50,8,1.5,random,legacy_vector_random,62,334928906,334941251,main_grid_validation
50,8,1.5,random,legacy_vector_random,63,443299799,443312144,main_grid_validation
50,8,1.5,random,legacy_vector_random,64,433048923,433061268,main_grid_validation
50,8,1.5,random,legacy_vector_random,65,396982187,396994532,main_grid_validation
50,8,1.5,random,legacy_vector_random,66,1093758760,1093771105,main_grid_validation
50,8,1.5,random,legacy_vector_random,67,966879024,966891369,main_grid_validation
50,8,1.5,random,legacy_vector_random,68,404038188,404050533,main_grid_validation
50,8,1.5,random,legacy_vector_random,69,783380744,783393089,main_grid_validation
50,8,1.5,random,legacy_vector_random,70,798594772,798607117,main_grid_validation
50,8,1.5,random,legacy_vector_random,71,1521864411,1521876756,main_grid_validation
50,8,1.5,random,legacy_vector_random,72,293749768,293762113,main_grid_validation
50,8,1.5,random,legacy_vector_random,73,1101863287,1101875632,main_grid_validation
50,8,1.5,random,legacy_vector_random,74,788600654,788612999,main_grid_validation
50,8,1.5,random,legacy_vector_random,75,1033527321,1033539666,main_grid_validation
50,8,1.5,random,legacy_vector_random,76,978125962,978138307,main_grid_validation
50,8,1.5,random,legacy_vector_random,77,1550115076,1550127421,main_grid_validation
50,8,1.5,random,legacy_vector_random,78,1384942097,1384954442,main_grid_validation
50,8,1.5,random,legacy_vector_random,79,854051084,854063429,main_grid_validation
50,8,1.5,random,legacy_vector_random,80,1565443676,1565456021,main_grid_validation
50,8,1.5,random,legacy_vector_random,81,571394520,571406865,main_grid_validation
50,8,1.5,random,legacy_vector_random,82,790879117,790891462,main_grid_validation
50,8,1.5,random,legacy_vector_random,83,122544569,122556914,main_grid_validation
50,8,1.5,random,legacy_vector_random,84,35528103,35540448,main_grid_validation
50,8,1.5,random,legacy_vector_random,85,703860915,703873260,main_grid_validation
50,8,1.5,random,legacy_vector_random,86,22616432,22628777,main_grid_validation
50,8,1.5,random,legacy_vector_random,87,1356956757,1356969102,main_grid_validation
50,8,1.5,random,legacy_vector_random,88,852937532,852949877,main_grid_validation
50,8,1.5,random,legacy_vector_random,89,941870922,941883267,main_grid_validation
50,8,1.5,random,legacy_vector_random,90,776868478,776880823,main_grid_validation
50,8,1.5,random,legacy_vector_random,91,992745214,992757559,main_grid_validation
50,8,1.5,random,legacy_vector_random,92,767677138,767689483,main_grid_validation
50,8,1.5,random,legacy_vector_random,93,359578442,359590787,main_grid_validation
50,8,1.5,random,legacy_vector_random,94,922974083,922986428,main_grid_validation
50,8,1.5,random,legacy_vector_random,95,1126287392,1126299737,main_grid_validation
50,8,1.5,random,legacy_vector_random,96,1594073528,1594085873,main_grid_validation
50,8,1.5,random,legacy_vector_random,97,286661777,286674122,main_grid_validation
50,8,1.5,random,legacy_vector_random,98,28379090,28391435,main_grid_validation
50,8,1.5,random,legacy_vector_random,99,430389515,430401860,main_grid_validation
50,12,1.5,random,legacy_vector_random,0,1617128428,1617140773,main_grid_validation
50,12,1.5,random,legacy_vector_random,1,1021877351,1021889696,main_grid_validation
50,12,1.5,random,legacy_vector_random,2,622739652,622751997,main_grid_validation
50,12,1.5,random,legacy_vector_random,3,322685812,322698157,main_grid_validation
50,12,1.5,random,legacy_vector_random,4,1784270103,1784282448,main_grid_validation
50,12,1.5,random,legacy_vector_random,5,284645814,284658159,main_grid_validation
50,12,1.5,random,legacy_vector_random,6,331048722,331061067,main_grid_validation
50,12,1.5,random,legacy_vector_random,7,975188969,975201314,main_grid_validation
50,12,1.5,random,legacy_vector_random,8,657639920,657652265,main_grid_validation
50,12,1.5,random,legacy_vector_random,9,1104338412,1104350757,main_grid_validation
50,12,1.5,random,legacy_vector_random,10,368239040,368251385,main_grid_validation
50,12,1.5,random,legacy_vector_random,11,505405689,505418034,main_grid_validation
50,12,1.5,random,legacy_vector_random,12,332870529,332882874,main_grid_validation
50,12,1.5,random,legacy_vector_random,13,21273236,21285581,main_grid_validation
50,12,1.5,random,legacy_vector_random,14,1197625188,1197637533,main_grid_validation
50,12,1.5,random,legacy_vector_random,15,272858996,272871341,main_grid_validation
50,12,1.5,random,legacy_vector_random,16,1557735445,1557747790,main_grid_validation
50,12,1.5,random,legacy_vector_random,17,1037595627,1037607972,main_grid_validation
50,12,1.5,random,legacy_vector_random,18,579403756,579416101,main_grid_validation
50,12,1.5,random,legacy_vector_random,19,884725864,884738209,main_grid_validation
50,12,1.5,random,legacy_vector_random,20,420269864,420282209,main_grid_validation
50,12,1.5,random,legacy_vector_random,21,808407834,808420179,main_grid_validation
50,12,1.5,random,legacy_vector_random,22,316031402,316043747,main_grid_validation
50,12,1.5,random,legacy_vector_random,23,1046501582,1046513927,main_grid_validation
50,12,1.5,random,legacy_vector_random,24,1412967794,1412980139,main_grid_validation
50,12,1.5,random,legacy_vector_random,25,1733740205,1733752550,main_grid_validation
50,12,1.5,random,legacy_vector_random,26,784617838,784630183,main_grid_validation
50,12,1.5,random,legacy_vector_random,27,1184393237,1184405582,main_grid_validation
50,12,1.5,random,legacy_vector_random,28,946766556,946778901,main_grid_validation
50,12,1.5,random,legacy_vector_random,29,451246069,451258414,main_grid_validation
50,12,1.5,random,legacy_vector_random,30,1148997206,1149009551,main_grid_validation
50,12,1.5,random,legacy_vector_random,31,1496465651,1496477996,main_grid_validation
50,12,1.5,random,legacy_vector_random,32,1425618567,1425630912,main_grid_validation
50,12,1.5,random,legacy_vector_random,33,632652623,632664968,main_grid_validation
50,12,1.5,random,legacy_vector_random,34,1232766582,1232778927,main_grid_validation
50,12,1.5,random,legacy_vector_random,35,1521505881,1521518226,main_grid_validation
50,12,1.5,random,legacy_vector_random,36,1413386689,1413399034,main_grid_validation
50,12,1.5,random,legacy_vector_random,37,24569442,24581787,main_grid_validation
50,12,1.5,random,legacy_vector_random,38,130482257,130494602,main_grid_validation
50,12,1.5,random,legacy_vector_random,39,311526057,311538402,main_grid_validation
50,12,1.5,random,legacy_vector_random,40,1002934796,1002947141,main_grid_validation
50,12,1.5,random,legacy_vector_random,41,403202441,403214786,main_grid_validation
50,12,1.5,random,legacy_vector_random,42,612325210,612337555,main_grid_validation
50,12,1.5,random,legacy_vector_random,43,424386477,424398822,main_grid_validation
50,12,1.5,random,legacy_vector_random,44,384410601,384422946,main_grid_validation
50,12,1.5,random,legacy_vector_random,45,853258261,853270606,main_grid_validation
50,12,1.5,random,legacy_vector_random,46,1439100010,1439112355,main_grid_validation
50,12,1.5,random,legacy_vector_random,47,1115046423,1115058768,main_grid_validation
50,12,1.5,random,legacy_vector_random,48,267738293,267750638,main_grid_validation
50,12,1.5,random,legacy_vector_random,49,1149603555,1149615900,main_grid_validation
50,12,1.5,random,legacy_vector_random,50,331099792,331112137,main_grid_validation
50,12,1.5,random,legacy_vector_random,51,1247656456,1247668801,main_grid_validation
50,12,1.5,random,legacy_vector_random,52,774111352,774123697,main_grid_validation
50,12,1.5,random,legacy_vector_random,53,1428346483,1428358828,main_grid_validation
50,12,1.5,random,legacy_vector_random,54,1054779919,1054792264,main_grid_validation
50,12,1.5,random,legacy_vector_random,55,661168816,661181161,main_grid_validation
50,12,1.5,random,legacy_vector_random,56,53266182,53278527,main_grid_validation
50,12,1.5,random,legacy_vector_random,57,201251645,201263990,main_grid_validation
50,12,1.5,random,legacy_vector_random,58,243358252,243370597,main_grid_validation
50,12,1.5,random,legacy_vector_random,59,1124102686,1124115031,main_grid_validation
50,12,1.5,random,legacy_vector_random,60,1776925600,1776937945,main_grid_validation
50,12,1.5,random,legacy_vector_random,61,924314157,924326502,main_grid_validation
50,12,1.5,random,legacy_vector_random,62,195842686,195855031,main_grid_validation
50,12,1.5,random,legacy_vector_random,63,18861200,18873545,main_grid_validation
50,12,1.5,random,legacy_vector_random,64,248621092,248633437,main_grid_validation
50,12,1.5,random,legacy_vector_random,65,991581895,991594240,main_grid_validation
50,12,1.5,random,legacy_vector_random,66,139763590,139775935,main_grid_validation
50,12,1.5,random,legacy_vector_random,67,1544969572,1544981917,main_grid_validation
50,12,1.5,random,legacy_vector_random,68,105351733,105364078,main_grid_validation
50,12,1.5,random,legacy_vector_random,69,959487889,959500234,main_grid_validation
50,12,1.5,random,legacy_vector_random,70,1228196586,1228208931,main_grid_validation
50,12,1.5,random,legacy_vector_random,71,1071059109,1071071454,main_grid_validation
50,12,1.5,random,legacy_vector_random,72,1280464506,1280476851,main_grid_validation
50,12,1.5,random,legacy_vector_random,73,1153500008,1153512353,main_grid_validation
50,12,1.5,random,legacy_vector_random,74,685746377,685758722,main_grid_validation
50,12,1.5,random,legacy_vector_random,75,977925926,977938271,main_grid_validation
50,12,1.5,random,legacy_vector_random,76,1057464472,1057476817,main_grid_validation
50,12,1.5,random,legacy_vector_random,77,549157875,549170220,main_grid_validation
50,12,1.5,random,legacy_vector_random,78,967536381,967548726,main_grid_validation
50,12,1.5,random,legacy_vector_random,79,273492304,273504649,main_grid_validation
50,12,1.5,random,legacy_vector_random,80,378175473,378187818,main_grid_validation
50,12,1.5,random,legacy_vector_random,81,1342591584,1342603929,main_grid_validation
50,12,1.5,random,legacy_vector_random,82,625784577,625796922,main_grid_validation
50,12,1.5,random,legacy_vector_random,83,1594149608,1594161953,main_grid_validation
50,12,1.5,random,legacy_vector_random,84,883026562,883038907,main_grid_validation
50,12,1.5,random,legacy_vector_random,85,1265178969,1265191314,main_grid_validation
50,12,1.5,random,legacy_vector_random,86,1628780591,1628792936,main_grid_validation
50,12,1.5,random,legacy_vector_random,87,1707089237,1707101582,main_grid_validation
50,12,1.5,random,legacy_vector_random,88,255753336,255765681,main_grid_validation
50,12,1.5,random,legacy_vector_random,89,665177012,665189357,main_grid_validation
50,12,1.5,random,legacy_vector_random,90,1095197891,1095210236,main_grid_validation
50,12,1.5,random,legacy_vector_random,91,1382582638,1382594983,main_grid_validation
50,12,1.5,random,legacy_vector_random,92,793561859,793574204,main_grid_validation
50,12,1.5,random,legacy_vector_random,93,1528760848,1528773193,main_grid_validation
50,12,1.5,random,legacy_vector_random,94,372469837,372482182,main_grid_validation
50,12,1.5,random,legacy_vector_random,95,976159660,976172005,main_grid_validation
50,12,1.5,random,legacy_vector_random,96,1031039920,1031052265,main_grid_validation
50,12,1.5,random,legacy_vector_random,97,823091923,823104268,main_grid_validation
50,12,1.5,random,legacy_vector_random,98,272803573,272815918,main_grid_validation
50,12,1.5,random,legacy_vector_random,99,14141593,14153938,main_grid_validation
50,4,1.5,sharp,legacy_vector_sharp,0,1703851537,1703863882,main_grid_validation
50,4,1.5,sharp,legacy_vector_sharp,1,1349613547,1349625892,main_grid_validation
50,4,1.5,sharp,legacy_vector_sharp,2,215567350,215579695,main_grid_validation
50,4,1.5,sharp,legacy_vector_sharp,3,1118837685,1118850030,main_grid_validation
50,4,1.5,sharp,legacy_vector_sharp,4,254910540,254922885,main_grid_validation
50,4,1.5,sharp,legacy_vector_sharp,5,999681292,999693637,main_grid_validation
50,4,1.5,sharp,legacy_vector_sharp,6,812214582,812226927,main_grid_validation
50,4,1.5,sharp,legacy_vector_sharp,7,336525749,336538094,main_grid_validation
50,4,1.5,sharp,legacy_vector_sharp,8,1485106396,1485118741,main_grid_validation
50,4,1.5,sharp,legacy_vector_sharp,9,940241542,940253887,main_grid_validation
50,4,1.5,sharp,legacy_vector_sharp,10,826224586,826236931,main_grid_validation
50,4,1.5,sharp,legacy_vector_sharp,11,24407487,24419832,main_grid_validation
50,4,1.5,sharp,legacy_vector_sharp,12,1428533495,1428545840,main_grid_validation
50,4,1.5,sharp,legacy_vector_sharp,13,1206880649,1206892994,main_grid_validation
50,4,1.5,sharp,legacy_vector_sharp,14,441240452,441252797,main_grid_validation
50,4,1.5,sharp,legacy_vector_sharp,15,1299461922,1299474267,main_grid_validation
50,4,1.5,sharp,legacy_vector_sharp,16,756850524,756862869,main_grid_validation
50,4,1.5,sharp,legacy_vector_sharp,17,860793452,860805797,main_grid_validation
50,4,1.5,sharp,legacy_vector_sharp,18,412533154,412545499,main_grid_validation
50,4,1.5,sharp,legacy_vector_sharp,19,415411987,415424332,main_grid_validation
50,4,1.5,sharp,legacy_vector_sharp,20,1387320590,1387332935,main_grid_validation
50,4,1.5,sharp,legacy_vector_sharp,21,1198824065,1198836410,main_grid_validation
50,4,1.5,sharp,legacy_vector_sharp,22,1411158269,1411170614,main_grid_validation
50,4,1.5,sharp,legacy_vector_sharp,23,1284576923,1284589268,main_grid_validation
50,4,1.5,sharp,legacy_vector_sharp,24,750307083,750319428,main_grid_validation
50,4,1.5,sharp,legacy_vector_sharp,25,1712029167,1712041512,main_grid_validation
50,4,1.5,sharp,legacy_vector_sharp,26,1260488795,1260501140,main_grid_validation
50,4,1.5,sharp,legacy_vector_sharp,27,1350811304,1350823649,main_grid_validation
50,4,1.5,sharp,legacy_vector_sharp,28,625470282,625482627,main_grid_validation
50,4,1.5,sharp,legacy_vector_sharp,29,566267847,566280192,main_grid_validation
50,4,1.5,sharp,legacy_vector_sharp,30,1365076377,1365088722,main_grid_validation
50,4,1.5,sharp,legacy_vector_sharp,31,118037174,118049519,main_grid_validation
50,4,1.5,sharp,legacy_vector_sharp,32,956802037,956814382,main_grid_validation
50,4,1.5,sharp,legacy_vector_sharp,33,1063628826,1063641171,main_grid_validation
50,4,1.5,sharp,legacy_vector_sharp,34,1101693106,1101705451,main_grid_validation
50,4,1.5,sharp,legacy_vector_sharp,35,888492999,888505344,main_grid_validation
50,4,1.5,sharp,legacy_vector_sharp,36,893744778,893757123,main_grid_validation
50,4,1.5,sharp,legacy_vector_sharp,37,1385230832,1385243177,main_grid_validation
50,4,1.5,sharp,legacy_vector_sharp,38,255192431,255204776,main_grid_validation
50,4,1.5,sharp,legacy_vector_sharp,39,1273495518,1273507863,main_grid_validation
50,4,1.5,sharp,legacy_vector_sharp,40,311269725,311282070,main_grid_validation
50,4,1.5,sharp,legacy_vector_sharp,41,1063656684,1063669029,main_grid_validation
50,4,1.5,sharp,legacy_vector_sharp,42,1044501678,1044514023,main_grid_validation
50,4,1.5,sharp,legacy_vector_sharp,43,1706861962,1706874307,main_grid_validation
50,4,1.5,sharp,legacy_vector_sharp,44,562970021,562982366,main_grid_validation
50,4,1.5,sharp,legacy_vector_sharp,45,846086762,846099107,main_grid_validation
50,4,1.5,sharp,legacy_vector_sharp,46,1265035601,1265047946,main_grid_validation
50,4,1.5,sharp,legacy_vector_sharp,47,1737872832,1737885177,main_grid_validation
50,4,1.5,sharp,legacy_vector_sharp,48,1082762748,1082775093,main_grid_validation
50,4,1.5,sharp,legacy_vector_sharp,49,87584699,87597044,main_grid_validation
50,4,1.5,sharp,legacy_vector_sharp,50,911393193,911405538,main_grid_validation
50,4,1.5,sharp,legacy_vector_sharp,51,1453040662,1453053007,main_grid_validation
50,4,1.5,sharp,legacy_vector_sharp,52,207283871,207296216,main_grid_validation
50,4,1.5,sharp,legacy_vector_sharp,53,906872662,906885007,main_grid_validation
50,4,1.5,sharp,legacy_vector_sharp,54,253542963,253555308,main_grid_validation
50,4,1.5,sharp,legacy_vector_sharp,55,34521998,34534343,main_grid_validation
50,4,1.5,sharp,legacy_vector_sharp,56,1020057539,1020069884,main_grid_validation
50,4,1.5,sharp,legacy_vector_sharp,57,131687506,131699851,main_grid_validation
50,4,1.5,sharp,legacy_vector_sharp,58,736927371,736939716,main_grid_validation
50,4,1.5,sharp,legacy_vector_sharp,59,15193925,15206270,main_grid_validation
50,4,1.5,sharp,legacy_vector_sharp,60,515840070,515852415,main_grid_validation
